GEOID,NAME,B01003_001E,B19013_001E,B19113_001E,B17001_001E,B17001_002E,B03002_001E,B03002_003E,B03002_004E,B03002_006E,B03002_012E,state,county,tract
10003013607,Census Tract 136.07; New Castle County; Delaware,5650,82594,110359,5449,494,5650,3339,784,545,639,10,003,013607
10003013608,Census Tract 136.08; New Castle County; Delaware,2028,80650,113929,2026,159,2028,1595,88,28,191,10,003,013608
10003013610,Census Tract 136.10; New Castle County; Delaware,5227,117472,160329,5132,199,5227,3894,240,184,632,10,003,013610
10003013611,Census Tract 136.11; New Castle County; Delaware,5880,101380,138129,5865,255,5880,4369,647,50,358,10,003,013611
10003013612,Census Tract 136.12; New Castle County; Delaware,5588,146477,163938,5389,73,5588,3142,238,1555,343,10,003,013612
10003013613,Census Tract 136.13; New Castle County; Delaware,5948,135865,164464,5708,169,5948,4492,163,592,348,10,003,013613
10003013614,Census Tract 136.14; New Castle County; Delaware,3182,80221,81985,3140,314,3182,1491,482,121,916,10,003,013614
10003013615,Census Tract 136.15; New Castle County; Delaware,4125,73264,79088,4125,247,4125,2260,270,389,943,10,003,013615
10003013700,Census Tract 137; New Castle County; Delaware,3901,79503,91492,3901,499,3901,1566,915,185,1027,10,003,013700
10003013800,Census Tract 138; New Castle County; Delaware,6027,86204,97309,5891,255,6027,3261,356,1811,452,10,003,013800
10003013901,Census Tract 139.01; New Castle County; Delaware,3171,69814,72146,3171,159,3171,1452,450,21,1114,10,003,013901
10003013903,Census Tract 139.03; New Castle County; Delaware,5314,109016,139091,5314,444,5314,2796,1713,231,301,10,003,013903
10003013905,Census Tract 139.05; New Castle County; Delaware,4105,107404,90870,4089,209,4105,1842,1076,778,278,10,003,013905
10003013906,Census Tract 139.06; New Castle County; Delaware,4136,106250,162856,4136,6,4136,1571,1076,1041,308,10,003,013906
10003014000,Census Tract 140; New Castle County; Delaware,4612,73871,112938,4577,687,4612,1871,1539,267,809,10,003,014000
10003014100,Census Tract 141; New Castle County; Delaware,4891,66894,68182,4861,820,4891,2577,1396,84,601,10,003,014100
10003014200,Census Tract 142; New Castle County; Delaware,1594,78281,90865,1594,10,1594,1190,83,28,89,10,003,014200
10003014301,Census Tract 143.01; New Castle County; Delaware,1621,143000,142486,1621,6,1621,1452,28,46,29,10,003,014301
10003014302,Census Tract 143.02; New Castle County; Delaware,5071,123438,181607,2266,197,5071,3945,435,329,194,10,003,014302
10003014402,Census Tract 144.02; New Castle County; Delaware,2889,87083,134792,2864,571,2889,2089,105,257,98,10,003,014402
10003014403,Census Tract 144.03; New Castle County; Delaware,3655,89702,131192,3551,901,3655,2152,594,161,557,10,003,014403
10003014404,Census Tract 144.04; New Castle County; Delaware,4169,88187,96220,4169,891,4169,1835,633,835,591,10,003,014404
10003014501,Census Tract 145.01; New Castle County; Delaware,2171,27037,42250,2171,1590,2171,1544,234,86,276,10,003,014501
10003014502,Census Tract 145.02; New Castle County; Delaware,7426,29671,111111,2460,1547,7426,5760,462,511,444,10,003,014502
10003014702,Census Tract 147.02; New Castle County; Delaware,1937,100000,99276,1937,263,1937,967,320,50,469,10,003,014702
10003014703,Census Tract 147.03; New Castle County; Delaware,5172,67614,75329,5172,590,5172,2526,1060,202,1196,10,003,014703
10003014705,Census Tract 147.05; New Castle County; Delaware,5916,74750,71476,5852,989,5916,2843,1016,763,1115,10,003,014705
10003014706,Census Tract 147.06; New Castle County; Delaware,3195,98726,125240,3171,289,3195,1014,1459,124,429,10,003,014706
10003014803,Census Tract 148.03; New Castle County; Delaware,4034,82675,126250,3990,463,4034,2501,561,356,489,10,003,014803
10003014808,Census Tract 148.08; New Castle County; Delaware,6605,82207,97023,6605,282,6605,2478,2677,387,846,10,003,014808
10003014809,Census Tract 148.09; New Castle County; Delaware,8352,107906,142617,8260,775,8352,5110,2137,531,325,10,003,014809
10003014810,Census Tract 148.10; New Castle County; Delaware,7039,107009,125777,6978,410,7039,4084,1839,179,538,10,003,014810
10003014811,Census Tract 148.11; New Castle County; Delaware,6739,148210,149137,6720,204,6739,2888,956,2136,441,10,003,014811
10003014812,Census Tract 148.12; New Castle County; Delaware,4820,126399,135771,4820,268,4820,2880,1394,366,106,10,003,014812
10003014813,Census Tract 148.13; New Castle County; Delaware,5634,95856,93153,5634,328,5634,2213,523,647,1253,10,003,014813
10003014814,Census Tract 148.14; New Castle County; Delaware,4053,111759,112129,4053,218,4053,2070,1036,367,417,10,003,014814
